customer_id,contact_date,age,job,marital,education,age_group
9497,2024-05-21,30,Technician,divorced,secondary,Young Adult
9498,2024-07-15,36,Services,married,secondary,Young Adult
9499,2024-08-14,50,Self-Employed,married,secondary,Middle Aged
9500,2024-08-25,53,Unknown,married,unknown,Middle Aged
9501,2024-05-09,39,Services,married,secondary,Young Adult
9502,2024-08-27,31,Technician,married,tertiary,Young Adult
9503,2024-08-21,49,Blue-Collar,married,primary,Middle Aged
9504,2024-11-20,35,Services,married,secondary,Young Adult
9505,2024-06-17,45,Blue-Collar,married,primary,Middle Aged
9506,2024-08-14,30,Management,single,secondary,Young Adult
9507,2024-11-20,47,Self-Employed,married,primary,Middle Aged
9508,2024-11-21,37,Blue-Collar,married,primary,Young Adult
9509,2024-04-20,35,Technician,married,tertiary,Young Adult
9510,2024-08-07,41,Management,single,tertiary,Middle Aged
9511,2024-07-28,35,Unemployed,married,secondary,Young Adult
9512,2024-06-04,60,Retired,married,primary,Elderly
9513,2024-05-07,58,Technician,married,secondary,Middle Aged
9514,2024-07-31,28,Management,married,tertiary,Young Adult
9515,2024-02-05,57,Unemployed,married,secondary,Middle Aged
9516,2024-04-17,35,Management,married,tertiary,Young Adult
9517,2024-07-10,54,Admin,married,tertiary,Middle Aged
9518,2024-08-11,31,Management,single,tertiary,Young Adult
9519,2024-05-21,32,Blue-Collar,single,secondary,Young Adult
9520,2024-07-08,56,Admin,single,secondary,Middle Aged
9521,2024-07-08,35,Self-Employed,married,tertiary,Young Adult
9522,2024-05-16,33,Blue-Collar,married,secondary,Young Adult
9523,2024-02-03,50,Technician,married,secondary,Middle Aged
9524,2024-05-15,46,Management,single,secondary,Middle Aged
9525,2024-06-09,35,Services,married,secondary,Young Adult
9526,2024-05-18,49,Admin,married,secondary,Middle Aged
9527,2024-07-28,56,Management,divorced,tertiary,Middle Aged
9528,2024-05-09,33,Blue-Collar,single,primary,Young Adult
9529,2024-07-31,37,Entrepreneur,married,primary,Young Adult
9530,2024-04-02,30,Blue-Collar,single,secondary,Young Adult
9531,2024-07-28,34,Admin,single,secondary,Young Adult
9532,2024-05-11,29,Blue-Collar,single,secondary,Young Adult
9533,2024-07-22,32,Management,married,tertiary,Young Adult
9534,2024-07-28,29,Blue-Collar,married,primary,Young Adult
9535,2024-07-10,50,Blue-Collar,married,primary,Middle Aged
9536,2024-08-13,58,Technician,single,secondary,Middle Aged
9537,2024-08-20,30,Management,married,tertiary,Young Adult
9538,2024-07-10,52,Entrepreneur,married,primary,Middle Aged
9539,2024-06-02,39,Management,married,tertiary,Young Adult
9540,2024-11-17,43,Technician,divorced,secondary,Middle Aged
9541,2024-08-22,51,Technician,married,secondary,Middle Aged
9542,2024-11-20,38,Admin,single,secondary,Young Adult
9543,2024-10-20,30,Self-Employed,single,secondary,Young Adult
9544,2024-07-16,52,Management,divorced,primary,Middle Aged
9545,2024-08-19,40,Technician,married,tertiary,Middle Aged
9546,2024-07-15,37,Technician,married,secondary,Young Adult
9547,2024-05-23,30,Blue-Collar,married,secondary,Young Adult
9548,2024-08-05,51,Management,married,tertiary,Middle Aged
9549,2024-05-19,27,Technician,single,secondary,Young Adult
9550,2024-07-16,35,Blue-Collar,married,secondary,Young Adult
9551,2024-06-20,47,Admin,married,tertiary,Middle Aged
9552,2024-04-20,29,Blue-Collar,married,secondary,Young Adult
9553,2024-11-19,52,Admin,married,secondary,Middle Aged
9554,2024-02-04,43,Admin,single,secondary,Middle Aged
9555,2024-05-13,31,Blue-Collar,married,primary,Young Adult
9556,2024-11-18,54,Blue-Collar,married,secondary,Middle Aged
9557,2024-08-05,59,Housemaid,married,secondary,Middle Aged
9558,2024-05-06,51,Blue-Collar,married,secondary,Middle Aged
9559,2024-11-13,32,Management,married,tertiary,Young Adult
9560,2024-06-02,42,Blue-Collar,married,secondary,Middle Aged
9561,2024-05-23,46,Blue-Collar,married,secondary,Middle Aged
9562,2024-11-20,30,Technician,single,secondary,Young Adult
9563,2024-11-19,42,Management,divorced,primary,Middle Aged
9564,2024-05-07,39,Blue-Collar,married,primary,Young Adult
9565,2024-08-22,31,Management,single,tertiary,Young Adult
9566,2024-05-28,35,Blue-Collar,married,secondary,Young Adult
9567,2024-05-05,34,Admin,married,secondary,Young Adult
9568,2024-05-28,42,Technician,divorced,secondary,Middle Aged
9569,2024-07-21,57,Management,married,primary,Middle Aged
9570,2024-08-20,38,Management,single,tertiary,Young Adult
9571,2024-10-15,29,Blue-Collar,single,secondary,Young Adult
9572,2024-05-06,46,Management,married,secondary,Middle Aged
9573,2024-08-14,48,Management,married,tertiary,Middle Aged
9574,2024-08-13,33,Technician,married,secondary,Young Adult
9575,2024-04-20,59,Admin,single,secondary,Middle Aged
9576,2024-05-14,23,Technician,single,secondary,Young Adult
9577,2024-05-05,37,Blue-Collar,married,secondary,Young Adult
9578,2024-01-29,40,Technician,single,secondary,Middle Aged
9579,2024-05-27,44,Blue-Collar,divorced,secondary,Middle Aged
9580,2024-05-16,37,Blue-Collar,single,secondary,Young Adult
9581,2024-05-12,28,Services,single,secondary,Young Adult
9582,2024-06-05,39,Technician,single,secondary,Young Adult
9583,2024-07-24,57,Retired,divorced,primary,Middle Aged
9584,2024-05-08,38,Blue-Collar,single,unknown,Young Adult
9585,2024-02-04,60,Blue-Collar,married,secondary,Elderly
9586,2024-07-17,38,Management,divorced,tertiary,Young Adult
9587,2024-05-05,26,Student,single,secondary,Young Adult
9588,2024-05-06,32,Blue-Collar,married,secondary,Young Adult
9589,2024-11-19,35,Management,single,tertiary,Young Adult
9590,2024-08-14,30,Management,single,secondary,Young Adult
9591,2024-05-07,37,Blue-Collar,married,secondary,Young Adult
9592,2024-07-07,36,Blue-Collar,married,secondary,Young Adult
9593,2024-05-20,34,Admin,single,secondary,Young Adult
9594,2024-06-06,28,Blue-Collar,married,secondary,Young Adult
9595,2024-06-09,37,Blue-Collar,married,primary,Young Adult
9596,2024-05-07,31,Services,single,secondary,Young Adult
9597,2024-05-08,34,Blue-Collar,married,primary,Young Adult
9598,2024-07-24,28,Technician,single,secondary,Young Adult
9599,2024-02-04,38,Technician,married,tertiary,Young Adult
9600,2024-02-26,80,Retired,married,primary,Elderly
9601,2024-08-05,59,Retired,married,secondary,Middle Aged
9602,2024-11-21,54,Management,married,tertiary,Middle Aged
9603,2024-08-10,29,Blue-Collar,single,tertiary,Young Adult
9604,2024-01-28,39,Technician,married,secondary,Young Adult
9605,2024-01-28,30,Technician,single,secondary,Young Adult
9606,2024-05-11,41,Services,divorced,secondary,Middle Aged
9607,2024-07-09,48,Technician,married,secondary,Middle Aged
9608,2024-02-04,26,Blue-Collar,married,secondary,Young Adult
9609,2024-11-21,55,Admin,married,primary,Middle Aged
9610,2024-05-08,36,Admin,single,secondary,Young Adult
9611,2024-05-06,31,Services,married,secondary,Young Adult
9612,2024-05-29,35,Blue-Collar,married,primary,Young Adult
9613,2024-08-07,30,Management,married,tertiary,Young Adult
9614,2024-01-29,26,Blue-Collar,single,secondary,Young Adult
9615,2024-10-08,32,Management,married,tertiary,Young Adult
9616,2024-11-18,43,Blue-Collar,divorced,primary,Middle Aged
9617,2024-04-20,48,Admin,married,secondary,Middle Aged
9618,2024-07-27,49,Technician,married,secondary,Middle Aged
9619,2024-07-17,34,Blue-Collar,married,secondary,Young Adult
9620,2024-05-15,27,Blue-Collar,single,primary,Young Adult
9621,2024-05-19,31,Admin,single,secondary,Young Adult
9622,2024-05-15,35,Technician,single,secondary,Young Adult
9623,2024-07-09,40,Admin,married,secondary,Middle Aged
9624,2024-05-20,39,Services,married,secondary,Young Adult
9625,2024-08-14,19,Student,single,unknown,Young Adult
9626,2024-05-11,40,Services,married,secondary,Middle Aged
9627,2024-05-05,25,Admin,single,tertiary,Young Adult
9628,2024-05-26,38,Technician,divorced,tertiary,Young Adult
9629,2024-10-19,62,Blue-Collar,married,primary,Elderly
9630,2024-07-23,27,Services,married,secondary,Young Adult
9631,2024-05-30,40,Technician,married,secondary,Middle Aged
9632,2024-11-20,56,Management,married,tertiary,Middle Aged
9633,2024-08-29,33,Management,married,tertiary,Young Adult
9634,2024-04-30,52,Blue-Collar,married,secondary,Middle Aged
9635,2024-07-28,33,Blue-Collar,married,secondary,Young Adult
9636,2024-05-28,38,Services,married,secondary,Young Adult
9637,2024-06-30,27,Services,married,secondary,Young Adult
9638,2024-05-26,54,Retired,married,secondary,Middle Aged
9639,2024-07-02,35,Admin,married,secondary,Young Adult
9640,2024-05-14,41,Blue-Collar,single,primary,Middle Aged
9641,2024-07-31,28,Blue-Collar,single,secondary,Young Adult
9642,2024-05-11,55,Management,divorced,tertiary,Middle Aged
9643,2024-05-07,56,Admin,single,secondary,Middle Aged
9644,2024-05-12,33,Blue-Collar,single,secondary,Young Adult
9645,2024-05-29,42,Technician,married,secondary,Middle Aged
9646,2024-11-09,34,Student,single,unknown,Young Adult
9647,2024-07-22,35,Technician,single,secondary,Young Adult
9648,2024-05-26,46,Technician,divorced,secondary,Middle Aged
9649,2024-08-11,31,Self-Employed,single,secondary,Young Adult
9650,2024-11-18,48,Self-Employed,married,tertiary,Middle Aged
9651,2024-02-02,38,Technician,married,secondary,Young Adult
9652,2024-05-26,47,Services,married,secondary,Middle Aged
9653,2024-07-14,48,Management,married,tertiary,Middle Aged
9654,2024-05-07,57,Technician,married,unknown,Middle Aged
9655,2024-07-28,30,Admin,married,secondary,Young Adult
9656,2024-05-08,39,Blue-Collar,married,primary,Young Adult
9657,2024-08-28,31,Management,single,tertiary,Young Adult
9658,2024-05-30,44,Blue-Collar,married,secondary,Middle Aged
9659,2024-04-06,38,Services,married,secondary,Young Adult
9660,2024-06-06,58,Unknown,married,tertiary,Middle Aged
9661,2024-08-11,42,Management,married,tertiary,Middle Aged
9662,2024-08-28,33,Management,married,secondary,Young Adult
9663,2024-08-08,55,Retired,married,primary,Middle Aged
9664,2024-05-26,34,Blue-Collar,married,secondary,Young Adult
9665,2024-11-19,30,Unknown,single,unknown,Young Adult
9666,2024-08-22,35,Technician,single,secondary,Young Adult
9667,2024-11-18,35,Technician,married,secondary,Young Adult
9668,2024-06-20,56,Retired,married,secondary,Middle Aged
9669,2024-03-22,27,Management,single,tertiary,Young Adult
9670,2024-05-23,39,Self-Employed,divorced,secondary,Young Adult
9671,2024-02-04,36,Admin,married,secondary,Young Adult
9672,2024-07-02,35,Self-Employed,married,secondary,Young Adult
9673,2024-01-30,34,Housemaid,single,primary,Young Adult
9674,2024-02-06,28,Unemployed,single,primary,Young Adult
9675,2024-07-16,37,Technician,married,secondary,Young Adult
9676,2024-05-07,57,Technician,married,secondary,Middle Aged
9677,2024-05-28,34,Services,married,secondary,Young Adult
9678,2024-11-18,38,Management,single,tertiary,Young Adult
9679,2024-07-09,48,Technician,married,primary,Middle Aged
9680,2024-07-07,35,Admin,married,secondary,Young Adult
9681,2024-05-23,40,Blue-Collar,married,primary,Middle Aged
9682,2024-06-19,48,Services,divorced,primary,Middle Aged
9683,2024-07-29,54,Blue-Collar,married,primary,Middle Aged
9684,2024-07-29,49,Services,divorced,secondary,Middle Aged
9685,2024-08-12,38,Technician,married,tertiary,Young Adult
9686,2024-11-17,44,Entrepreneur,married,tertiary,Middle Aged
9687,2024-06-03,44,Unemployed,married,secondary,Middle Aged
9688,2024-03-31,60,Admin,married,secondary,Elderly
9689,2024-05-12,55,Services,single,secondary,Middle Aged
9690,2024-08-28,27,Student,single,primary,Young Adult
9691,2024-05-20,33,Management,single,secondary,Young Adult
9692,2024-11-17,32,Technician,married,secondary,Young Adult
9693,2024-06-04,51,Blue-Collar,married,secondary,Middle Aged
9694,2024-02-03,44,Admin,married,secondary,Middle Aged
9695,2024-07-14,49,Blue-Collar,married,primary,Middle Aged
9696,2024-05-12,42,Blue-Collar,married,secondary,Middle Aged
9697,2024-05-12,35,Services,married,secondary,Young Adult
9698,2024-05-05,32,Admin,married,tertiary,Young Adult
9699,2024-09-10,39,Technician,single,secondary,Young Adult
9700,2024-06-20,54,Technician,married,secondary,Middle Aged
9701,2024-08-27,35,Technician,married,tertiary,Young Adult
9702,2024-05-13,41,Technician,single,primary,Middle Aged
9703,2024-11-20,35,Management,married,tertiary,Young Adult
9704,2024-01-29,41,Blue-Collar,married,secondary,Middle Aged
9705,2024-08-20,36,Technician,married,secondary,Young Adult
9706,2024-06-02,51,Self-Employed,married,secondary,Middle Aged
9707,2024-06-06,59,Unknown,single,secondary,Middle Aged
9708,2024-11-21,44,Blue-Collar,married,primary,Middle Aged
9709,2024-04-17,49,Admin,married,secondary,Middle Aged
9710,2024-07-30,37,Admin,single,tertiary,Young Adult
9711,2024-05-29,60,Technician,divorced,tertiary,Elderly
9712,2024-05-14,40,Management,married,tertiary,Middle Aged
9713,2024-05-13,27,Blue-Collar,married,primary,Young Adult
9714,2024-08-21,34,Housemaid,married,secondary,Young Adult
9715,2024-05-21,41,Technician,married,secondary,Middle Aged
9716,2024-05-14,39,Services,married,secondary,Young Adult
9717,2024-05-05,34,Admin,married,secondary,Young Adult
9718,2024-05-11,38,Blue-Collar,divorced,secondary,Young Adult
9719,2024-07-21,56,Blue-Collar,married,primary,Middle Aged
9720,2024-04-17,42,Services,married,secondary,Middle Aged
9721,2024-07-15,47,Student,single,unknown,Middle Aged
9722,2024-02-03,32,Blue-Collar,married,secondary,Young Adult
9723,2024-06-03,37,Blue-Collar,married,secondary,Young Adult
9724,2024-05-05,25,Student,single,secondary,Young Adult
9725,2024-02-04,29,Technician,divorced,secondary,Young Adult
9726,2024-08-12,48,Management,divorced,tertiary,Middle Aged
9727,2024-04-20,39,Self-Employed,single,tertiary,Young Adult
9728,2024-07-18,31,Blue-Collar,married,secondary,Young Adult
9729,2024-06-04,28,Management,single,tertiary,Young Adult
9730,2024-05-09,32,Management,married,tertiary,Young Adult
9731,2024-02-02,35,Technician,married,tertiary,Young Adult
9732,2024-05-11,51,Admin,married,unknown,Middle Aged
9733,2024-05-27,32,Blue-Collar,married,primary,Young Adult
9734,2024-05-08,30,Blue-Collar,married,secondary,Young Adult
9735,2024-05-05,54,Management,married,tertiary,Middle Aged
9736,2024-05-14,41,Blue-Collar,married,secondary,Middle Aged
9737,2024-05-16,35,Admin,single,primary,Young Adult
9738,2024-08-04,44,Technician,married,secondary,Middle Aged
9739,2024-06-03,58,Management,married,tertiary,Middle Aged
9740,2024-05-14,43,Blue-Collar,married,primary,Middle Aged
9741,2024-05-13,52,Blue-Collar,married,secondary,Middle Aged
9742,2024-06-11,60,Retired,married,primary,Elderly
9743,2024-05-29,32,Management,single,tertiary,Young Adult
9744,2024-07-10,41,Blue-Collar,married,secondary,Middle Aged
9745,2024-06-04,54,Blue-Collar,divorced,primary,Middle Aged
9746,2024-05-16,30,Blue-Collar,single,secondary,Young Adult
9747,2024-08-29,36,Technician,single,secondary,Young Adult
9748,2024-07-21,27,Admin,single,secondary,Young Adult
9749,2024-05-07,32,Technician,single,secondary,Young Adult
9750,2024-08-06,34,Management,married,tertiary,Young Adult
9751,2024-07-23,43,Admin,married,secondary,Middle Aged
9752,2024-05-14,43,Services,married,primary,Middle Aged
9753,2024-11-19,31,Management,divorced,tertiary,Young Adult
9754,2024-05-30,37,Technician,married,secondary,Young Adult
9755,2024-05-28,51,Technician,divorced,secondary,Middle Aged
9756,2024-05-13,52,Blue-Collar,married,secondary,Middle Aged
9757,2024-06-18,57,Blue-Collar,married,secondary,Middle Aged
9758,2024-05-23,32,Technician,single,tertiary,Young Adult
9759,2024-05-14,47,Admin,married,secondary,Middle Aged
9760,2024-07-22,31,Management,married,tertiary,Young Adult
9761,2024-05-20,27,Blue-Collar,single,secondary,Young Adult
9762,2024-05-18,31,Blue-Collar,single,primary,Young Adult
9763,2024-05-26,36,Admin,divorced,tertiary,Young Adult
9764,2024-07-10,44,Blue-Collar,married,primary,Middle Aged
9765,2024-04-20,34,Blue-Collar,married,primary,Young Adult
9766,2024-05-12,32,Housemaid,married,primary,Young Adult
9767,2024-05-27,52,Management,married,secondary,Middle Aged
9768,2024-01-29,60,Retired,divorced,primary,Elderly
9769,2024-06-26,30,Services,single,secondary,Young Adult
9770,2024-05-19,48,Blue-Collar,married,primary,Middle Aged
9771,2024-06-09,39,Management,married,primary,Young Adult
9772,2024-07-31,59,Management,divorced,tertiary,Middle Aged
9773,2024-05-07,42,Admin,married,secondary,Middle Aged
9774,2024-02-04,77,Retired,married,secondary,Elderly
9775,2024-02-05,29,Technician,married,secondary,Young Adult
9776,2024-08-08,49,Technician,divorced,secondary,Middle Aged
9777,2024-06-06,57,Retired,married,secondary,Middle Aged
9778,2024-05-07,37,Blue-Collar,married,secondary,Young Adult
9779,2024-05-11,35,Technician,married,secondary,Young Adult
9780,2024-02-13,63,Retired,divorced,secondary,Elderly
9781,2024-08-29,37,Technician,married,secondary,Young Adult
9782,2024-05-08,37,Services,married,secondary,Young Adult
9783,2024-02-09,52,Admin,married,secondary,Middle Aged
9784,2024-08-05,60,Retired,married,secondary,Elderly
9785,2024-06-27,36,Technician,married,secondary,Young Adult
9786,2024-08-21,48,Self-Employed,married,secondary,Middle Aged
9787,2024-11-18,47,Entrepreneur,married,tertiary,Middle Aged
9788,2024-05-28,56,Management,divorced,tertiary,Middle Aged
9789,2024-07-30,45,Blue-Collar,married,secondary,Middle Aged
9790,2024-09-07,53,Housemaid,married,secondary,Middle Aged
9791,2024-05-19,56,Blue-Collar,married,secondary,Middle Aged
9792,2024-08-14,59,Technician,married,secondary,Middle Aged
9793,2024-05-26,34,Management,married,tertiary,Young Adult
9794,2024-07-08,45,Unemployed,single,primary,Middle Aged
9795,2024-05-21,32,Technician,married,unknown,Young Adult
9796,2024-06-06,60,Self-Employed,married,secondary,Elderly
9797,2024-11-20,54,Blue-Collar,divorced,secondary,Middle Aged
9798,2024-05-05,41,Services,married,secondary,Middle Aged
9799,2024-04-20,44,Blue-Collar,married,secondary,Middle Aged
9800,2024-02-06,40,Technician,married,secondary,Middle Aged
9801,2024-06-02,40,Services,divorced,primary,Middle Aged
9802,2024-07-14,29,Technician,married,secondary,Young Adult
9803,2024-05-09,28,Technician,married,secondary,Young Adult
9804,2024-11-19,35,Management,married,tertiary,Young Adult
9805,2024-05-15,33,Management,married,tertiary,Young Adult
9806,2024-08-21,33,Management,single,tertiary,Young Adult
9807,2024-06-20,50,Retired,married,primary,Middle Aged
9808,2024-11-17,56,Management,married,primary,Middle Aged
9809,2024-08-11,37,Management,single,tertiary,Young Adult
9810,2024-06-18,53,Technician,married,secondary,Middle Aged
9811,2024-02-26,27,Blue-Collar,single,secondary,Young Adult
9812,2024-02-03,46,Technician,married,secondary,Middle Aged
9813,2024-07-15,36,Blue-Collar,divorced,secondary,Young Adult
9814,2024-07-31,37,Admin,married,secondary,Young Adult
9815,2024-02-11,28,Admin,married,tertiary,Young Adult
9816,2024-07-10,40,Blue-Collar,married,primary,Middle Aged
9817,2024-08-06,48,Blue-Collar,married,primary,Middle Aged
9818,2024-05-18,46,Services,married,primary,Middle Aged
9819,2024-04-17,39,Technician,married,primary,Young Adult
9820,2024-05-18,37,Management,single,tertiary,Young Adult
9821,2024-05-18,26,Admin,single,secondary,Young Adult
9822,2024-07-09,35,Blue-Collar,divorced,primary,Young Adult
9823,2024-07-07,37,Management,single,tertiary,Young Adult
9824,2024-11-18,32,Entrepreneur,married,secondary,Young Adult
9825,2024-05-18,31,Admin,single,secondary,Young Adult
9826,2024-06-06,36,Housemaid,single,tertiary,Young Adult
9827,2024-08-11,36,Management,married,tertiary,Young Adult
9828,2024-04-20,38,Services,married,secondary,Young Adult
9829,2024-05-22,45,Admin,married,secondary,Middle Aged
9830,2024-06-11,58,Housemaid,married,tertiary,Middle Aged
9831,2024-05-30,34,Management,married,tertiary,Young Adult
9832,2024-05-15,51,Blue-Collar,married,primary,Middle Aged
9833,2024-06-17,38,Technician,single,tertiary,Young Adult
9834,2024-10-08,73,Retired,married,secondary,Elderly
9835,2024-06-05,57,Technician,married,primary,Middle Aged
9836,2024-02-03,45,Management,married,tertiary,Middle Aged
9837,2024-02-05,34,Technician,divorced,tertiary,Young Adult
9838,2024-08-14,48,Admin,married,unknown,Middle Aged
9839,2024-06-06,39,Blue-Collar,single,secondary,Young Adult
9840,2024-08-08,35,Technician,married,tertiary,Young Adult
9841,2024-06-03,58,Management,divorced,tertiary,Middle Aged
9842,2024-06-17,36,Management,single,tertiary,Young Adult
9843,2024-05-05,43,Services,married,secondary,Middle Aged
9844,2024-06-02,34,Blue-Collar,divorced,secondary,Young Adult
9845,2024-08-28,52,Technician,married,secondary,Middle Aged
9846,2024-08-08,36,Unknown,married,secondary,Young Adult
9847,2024-12-13,32,Blue-Collar,single,secondary,Young Adult
9848,2024-05-04,23,Student,single,tertiary,Young Adult
9849,2024-05-29,57,Blue-Collar,married,primary,Middle Aged
9850,2024-05-30,43,Blue-Collar,married,primary,Middle Aged
9851,2024-04-14,33,Admin,single,tertiary,Young Adult
9852,2024-07-29,45,Management,divorced,tertiary,Middle Aged
9853,2024-05-18,31,Admin,single,secondary,Young Adult
9854,2024-06-19,41,Self-Employed,single,unknown,Middle Aged
9855,2024-05-15,47,Management,divorced,tertiary,Middle Aged
9856,2024-05-12,39,Services,divorced,secondary,Young Adult
9857,2024-08-26,47,Blue-Collar,married,secondary,Middle Aged
9858,2024-05-06,57,Technician,married,secondary,Middle Aged
9859,2024-05-12,52,Blue-Collar,married,secondary,Middle Aged
9860,2024-02-05,45,Admin,married,secondary,Middle Aged
9861,2024-04-20,42,Management,married,tertiary,Middle Aged
9862,2024-05-30,32,Self-Employed,married,secondary,Young Adult
9863,2024-08-22,31,Technician,single,secondary,Young Adult
9864,2024-05-18,25,Blue-Collar,single,secondary,Young Adult
9865,2024-08-22,30,Technician,married,secondary,Young Adult
9866,2024-11-20,33,Blue-Collar,married,primary,Young Adult
9867,2024-05-11,29,Blue-Collar,married,secondary,Young Adult
9868,2024-04-30,55,Retired,married,secondary,Middle Aged
9869,2024-05-30,51,Admin,married,secondary,Middle Aged
9870,2024-04-28,68,Retired,married,secondary,Elderly
9871,2024-02-04,29,Services,single,secondary,Young Adult
9872,2024-04-20,35,Self-Employed,married,secondary,Young Adult
9873,2024-11-21,38,Technician,married,secondary,Young Adult
9874,2024-11-20,39,Management,divorced,secondary,Young Adult
9875,2024-06-20,47,Technician,married,tertiary,Middle Aged
9876,2024-12-07,22,Management,single,tertiary,Young Adult
9877,2024-05-08,44,Admin,married,secondary,Middle Aged
9878,2024-11-20,38,Technician,single,tertiary,Young Adult
9879,2024-07-23,56,Services,divorced,secondary,Middle Aged
9880,2024-05-09,56,Management,married,secondary,Middle Aged
9881,2024-03-11,54,Management,divorced,tertiary,Middle Aged
9882,2024-06-08,39,Services,married,secondary,Young Adult
9883,2024-05-27,36,Blue-Collar,married,secondary,Young Adult
9884,2024-08-11,42,Admin,married,secondary,Middle Aged
9885,2024-08-18,51,Technician,divorced,secondary,Middle Aged
9886,2024-01-29,32,Management,married,tertiary,Young Adult
9887,2024-07-01,31,Management,married,tertiary,Young Adult
9888,2024-06-03,23,Technician,single,secondary,Young Adult
9889,2024-06-01,21,Student,single,unknown,Young Adult
9890,2024-05-05,45,Admin,single,secondary,Middle Aged
9891,2024-11-21,51,Technician,married,secondary,Middle Aged
9892,2024-02-03,36,Unemployed,single,tertiary,Young Adult
9893,2024-11-21,56,Blue-Collar,married,secondary,Middle Aged
9894,2024-05-14,41,Technician,married,secondary,Middle Aged
9895,2024-06-03,57,Retired,married,secondary,Middle Aged
9896,2024-06-05,55,Blue-Collar,married,secondary,Middle Aged
9897,2024-05-29,34,Management,divorced,tertiary,Young Adult
9898,2024-02-05,32,Admin,married,secondary,Young Adult
9899,2024-05-29,41,Blue-Collar,single,unknown,Middle Aged
9900,2024-05-05,32,Admin,divorced,secondary,Young Adult
9901,2024-06-06,53,Management,married,tertiary,Middle Aged
9902,2024-05-15,43,Blue-Collar,married,unknown,Middle Aged
9903,2024-07-07,27,Services,married,secondary,Young Adult
9904,2024-05-20,48,Technician,single,secondary,Middle Aged
9905,2024-05-26,33,Services,single,tertiary,Young Adult
9906,2024-05-06,41,Management,married,tertiary,Middle Aged
9907,2024-07-24,33,Admin,married,tertiary,Young Adult
9908,2024-09-07,25,Management,single,tertiary,Young Adult
9909,2024-08-11,38,Management,married,tertiary,Young Adult
9910,2024-05-06,43,Self-Employed,married,secondary,Middle Aged
9911,2024-01-29,56,Management,single,tertiary,Middle Aged
9912,2024-06-27,28,Services,married,secondary,Young Adult
9913,2024-11-21,52,Self-Employed,married,tertiary,Middle Aged
9914,2024-06-03,32,Management,single,tertiary,Young Adult
9915,2024-02-25,33,Services,single,secondary,Young Adult
9916,2024-07-29,31,Technician,single,tertiary,Young Adult
9917,2024-02-02,54,Technician,married,secondary,Middle Aged
9918,2024-04-02,36,Technician,married,secondary,Young Adult
9919,2024-11-19,40,Admin,single,secondary,Middle Aged
9920,2024-01-28,32,Admin,single,tertiary,Young Adult
9921,2024-02-02,27,Student,single,tertiary,Young Adult
9922,2024-01-28,42,Technician,single,secondary,Middle Aged
9923,2024-07-28,30,Management,married,tertiary,Young Adult
9924,2024-05-15,43,Technician,single,secondary,Middle Aged
9925,2024-08-24,44,Management,married,unknown,Middle Aged
9926,2024-08-06,46,Technician,married,secondary,Middle Aged
9927,2024-06-19,36,Blue-Collar,single,secondary,Young Adult
9928,2024-07-24,44,Blue-Collar,single,primary,Middle Aged
9929,2024-05-23,30,Management,single,tertiary,Young Adult
9930,2024-04-17,34,Admin,single,secondary,Young Adult
9931,2024-02-01,20,Student,single,primary,Young Adult
9932,2024-07-11,31,Services,married,secondary,Young Adult
9933,2024-04-17,34,Blue-Collar,married,primary,Young Adult
9934,2024-05-25,27,Technician,single,tertiary,Young Adult
9935,2024-07-01,47,Management,married,primary,Middle Aged
9936,2024-05-06,56,Management,divorced,tertiary,Middle Aged
9937,2024-02-02,45,Technician,divorced,secondary,Middle Aged
9938,2024-05-08,35,Blue-Collar,married,primary,Young Adult
9939,2024-05-12,32,Technician,married,secondary,Young Adult
9940,2024-02-05,44,Entrepreneur,married,secondary,Middle Aged
9941,2024-05-30,38,Services,married,secondary,Young Adult
9942,2024-01-29,32,Management,single,tertiary,Young Adult
9943,2024-01-28,58,Admin,married,unknown,Middle Aged
9944,2024-05-09,35,Management,single,tertiary,Young Adult
9945,2024-06-19,40,Blue-Collar,married,secondary,Middle Aged
9946,2024-05-30,36,Technician,married,secondary,Young Adult
9947,2024-07-23,52,Blue-Collar,married,secondary,Middle Aged
9948,2024-05-07,35,Technician,single,secondary,Young Adult
9949,2024-06-20,38,Services,single,secondary,Young Adult
9950,2024-07-15,43,Admin,married,secondary,Middle Aged
9951,2024-07-30,43,Admin,married,secondary,Middle Aged
9952,2024-07-09,35,Management,married,tertiary,Young Adult
9953,2024-04-03,40,Services,married,secondary,Middle Aged
9954,2024-11-19,49,Technician,divorced,secondary,Middle Aged
9955,2024-07-31,35,Services,single,secondary,Young Adult
9956,2024-05-29,42,Technician,divorced,secondary,Middle Aged
9957,2024-01-28,29,Unemployed,single,unknown,Young Adult
9958,2024-02-05,26,Technician,single,secondary,Young Adult
9959,2024-05-15,44,Blue-Collar,single,primary,Middle Aged
9960,2024-05-13,29,Management,single,tertiary,Young Adult
9961,2024-05-08,36,Blue-Collar,married,secondary,Young Adult
9962,2024-07-04,30,Technician,single,secondary,Young Adult
9963,2024-06-09,52,Retired,married,secondary,Middle Aged
9964,2024-05-15,55,Admin,married,secondary,Middle Aged
9965,2024-01-28,30,Services,single,secondary,Young Adult
9966,2024-05-14,29,Technician,single,secondary,Young Adult
9967,2024-05-05,27,Admin,single,tertiary,Young Adult
9968,2024-11-21,58,Retired,divorced,unknown,Middle Aged
