age,job,marital,education,credit_on_default,annual_balance,housing_loan,personal_loan,contact_type,contact_day,contact_month,contact_duration,campaign_contacts,days_last_contacted,previous_contacts,poutcome,age_group,customer_id,sale,deposit
40,Unemployed,divorced,secondary,no,991,yes,no,unknown,12,Jun,316,2,-1,0,unknown,Middle Aged,7693,0,no
27,Technician,married,secondary,no,876,yes,no,cellular,18,May,268,1,355,1,failure,Young Adult,7694,0,no
52,Blue-Collar,married,primary,no,1271,no,no,cellular,18,Aug,131,3,-1,0,unknown,Middle Aged,7695,0,no
31,Technician,married,tertiary,no,165,no,no,cellular,15,May,218,4,-1,0,unknown,Young Adult,7696,0,no
30,Self-Employed,single,tertiary,no,578,yes,no,unknown,2,Jun,142,4,-1,0,unknown,Young Adult,7697,0,no
59,Technician,divorced,secondary,no,2595,yes,no,cellular,29,Aug,398,2,-1,0,unknown,Middle Aged,7698,0,no
47,Management,divorced,tertiary,no,8226,yes,no,cellular,30,Jul,137,2,-1,0,unknown,Middle Aged,7699,0,no
57,Management,married,secondary,no,657,yes,no,telephone,11,May,20,5,-1,0,unknown,Middle Aged,7700,0,no
43,Management,married,tertiary,no,0,yes,no,cellular,21,Jul,474,1,-1,0,unknown,Middle Aged,7701,0,no
38,Management,married,tertiary,no,1875,no,no,cellular,17,Nov,286,1,-1,0,unknown,Young Adult,7702,0,no
27,Self-Employed,married,secondary,yes,254,yes,yes,cellular,29,Jan,194,1,188,1,failure,Young Adult,7703,0,no
46,Admin,married,secondary,no,1252,yes,yes,cellular,17,Nov,59,1,-1,0,unknown,Middle Aged,7704,0,no
42,Blue-Collar,married,secondary,no,790,yes,no,unknown,29,May,356,2,-1,0,unknown,Middle Aged,7705,0,no
51,Management,married,tertiary,no,656,yes,no,cellular,25,Jul,268,2,-1,0,unknown,Middle Aged,7706,0,no
42,Admin,married,secondary,no,329,no,no,cellular,19,Aug,347,3,-1,0,unknown,Middle Aged,7707,0,no
42,Services,divorced,secondary,no,83,no,no,cellular,13,May,300,5,358,6,failure,Middle Aged,7708,0,no
38,Self-Employed,married,secondary,no,138,no,no,unknown,9,May,182,3,-1,0,unknown,Young Adult,7709,0,no
43,Blue-Collar,married,primary,no,0,yes,no,unknown,20,May,592,1,-1,0,unknown,Middle Aged,7710,0,no
34,Blue-Collar,single,secondary,no,39,no,no,cellular,18,Jul,138,3,-1,0,unknown,Young Adult,7711,0,no
28,Blue-Collar,single,primary,no,426,yes,no,cellular,18,May,953,3,-1,0,unknown,Young Adult,7712,0,no
43,Management,divorced,secondary,no,693,yes,no,unknown,5,May,124,3,-1,0,unknown,Middle Aged,7713,0,no
55,Blue-Collar,married,secondary,no,2854,yes,no,cellular,7,May,312,1,-1,0,unknown,Middle Aged,7714,0,no
32,Management,divorced,tertiary,no,787,yes,no,cellular,11,Aug,72,2,-1,0,unknown,Young Adult,7715,0,no
49,Blue-Collar,married,secondary,no,102,no,no,cellular,29,Aug,210,2,-1,0,unknown,Middle Aged,7716,0,no
48,Unemployed,married,secondary,no,855,yes,no,unknown,9,May,241,2,-1,0,unknown,Middle Aged,7717,0,no
30,Management,single,tertiary,no,1675,no,no,cellular,4,Sep,181,1,-1,0,unknown,Young Adult,7718,0,no
43,Admin,married,secondary,no,1996,no,yes,cellular,31,Jul,34,3,-1,0,unknown,Middle Aged,7719,0,no
42,Technician,married,secondary,no,473,yes,no,cellular,7,Jul,216,5,-1,0,unknown,Middle Aged,7720,0,no
30,Technician,single,tertiary,no,1,no,no,cellular,20,Aug,88,2,-1,0,unknown,Young Adult,7721,0,no
31,Management,married,secondary,no,1064,no,no,telephone,20,Nov,60,1,-1,0,unknown,Young Adult,7722,0,no
33,Self-Employed,married,secondary,no,215,yes,no,cellular,29,Jul,543,12,-1,0,unknown,Young Adult,7723,0,no
46,Blue-Collar,divorced,secondary,no,138,no,no,cellular,19,Nov,277,1,-1,0,unknown,Middle Aged,7724,0,no
38,Technician,single,tertiary,no,221,no,no,cellular,20,Aug,79,3,-1,0,unknown,Young Adult,7725,0,no
53,Management,single,tertiary,no,720,yes,no,unknown,17,Nov,99,1,-1,0,unknown,Middle Aged,7726,0,no
45,Management,divorced,secondary,no,51,yes,no,cellular,31,Jul,67,8,-1,0,unknown,Middle Aged,7727,0,no
56,Blue-Collar,married,primary,no,0,no,no,cellular,7,Aug,152,6,-1,0,unknown,Middle Aged,7728,0,no
33,Entrepreneur,married,tertiary,no,606,yes,no,cellular,2,Feb,194,1,-1,0,unknown,Young Adult,7729,0,no
28,Technician,single,secondary,no,6551,no,no,cellular,26,May,362,1,77,1,failure,Young Adult,7730,0,no
39,Blue-Collar,divorced,primary,yes,-294,yes,no,unknown,5,Jun,181,2,-1,0,unknown,Young Adult,7731,0,no
38,Student,single,unknown,no,64,no,no,cellular,6,Aug,789,1,-1,0,unknown,Young Adult,7732,0,no
32,Management,married,tertiary,no,169,no,yes,cellular,20,Aug,119,2,-1,0,unknown,Young Adult,7733,0,no
52,Blue-Collar,married,primary,no,230,yes,no,cellular,6,May,198,2,170,2,failure,Middle Aged,7734,0,no
29,Technician,single,tertiary,no,2485,no,no,telephone,24,Jul,48,6,-1,0,unknown,Young Adult,7735,0,no
29,Admin,single,secondary,no,209,no,no,cellular,5,Feb,605,2,-1,0,unknown,Young Adult,7736,0,no
33,Management,married,tertiary,no,71,no,no,cellular,16,Nov,136,1,287,1,failure,Young Adult,7737,0,no
46,Self-Employed,married,tertiary,no,137,yes,yes,unknown,5,May,246,1,-1,0,unknown,Middle Aged,7738,0,no
36,Management,married,tertiary,no,2547,no,no,cellular,31,Jul,292,1,-1,0,unknown,Young Adult,7739,0,no
35,Entrepreneur,single,tertiary,no,1800,yes,no,unknown,5,Jun,53,1,-1,0,unknown,Young Adult,7740,0,no
39,Admin,single,secondary,no,6512,no,no,unknown,20,Jun,16,6,-1,0,unknown,Young Adult,7741,0,no
56,Technician,married,tertiary,no,1476,no,no,telephone,31,Jul,40,3,-1,0,unknown,Middle Aged,7742,0,no
42,Technician,married,secondary,no,534,no,no,cellular,5,Aug,314,1,-1,0,unknown,Middle Aged,7743,0,no
44,Admin,married,secondary,no,1696,no,no,unknown,16,Jun,139,3,-1,0,unknown,Middle Aged,7744,0,no
50,Admin,married,secondary,no,219,yes,no,cellular,15,Jul,419,7,-1,0,unknown,Middle Aged,7745,0,no
46,Blue-Collar,married,primary,no,557,no,no,unknown,18,Jun,89,1,-1,0,unknown,Middle Aged,7746,0,no
50,Management,single,unknown,no,1277,no,no,cellular,4,May,63,1,-1,0,unknown,Middle Aged,7747,0,no
48,Admin,married,secondary,no,-30,yes,no,cellular,7,May,133,1,-1,0,unknown,Middle Aged,7748,0,no
39,Technician,single,secondary,no,175,no,yes,unknown,16,Jun,757,2,-1,0,unknown,Young Adult,7749,0,no
26,Admin,married,secondary,no,1595,no,no,cellular,2,Mar,54,1,-1,0,unknown,Young Adult,7750,0,no
32,Technician,single,tertiary,no,723,no,no,cellular,28,Aug,68,27,-1,0,unknown,Young Adult,7751,0,no
36,Services,married,secondary,no,297,yes,yes,cellular,15,Jul,157,5,-1,0,unknown,Young Adult,7752,0,no
56,Management,divorced,tertiary,no,310,no,no,unknown,20,Jun,75,4,-1,0,unknown,Middle Aged,7753,0,no
30,Blue-Collar,single,secondary,no,1012,yes,no,cellular,17,Apr,22,3,329,1,failure,Young Adult,7754,0,no
39,Self-Employed,divorced,secondary,yes,-103,no,yes,unknown,5,Jun,210,3,-1,0,unknown,Young Adult,7755,0,no
33,Management,married,tertiary,no,621,no,no,cellular,12,Aug,913,5,-1,0,unknown,Young Adult,7756,0,no
43,Blue-Collar,single,primary,no,548,yes,no,unknown,7,May,98,1,-1,0,unknown,Middle Aged,7757,0,no
32,Services,single,secondary,no,182,yes,no,cellular,6,May,145,1,-1,0,unknown,Young Adult,7758,0,no
27,Blue-Collar,single,secondary,no,484,yes,no,cellular,15,Apr,309,2,-1,0,unknown,Young Adult,7759,0,no
46,Admin,divorced,secondary,no,1342,yes,no,cellular,4,Feb,135,1,-1,0,unknown,Middle Aged,7760,0,no
42,Technician,single,secondary,no,0,yes,no,unknown,6,May,293,1,-1,0,unknown,Middle Aged,7761,0,no
43,Self-Employed,married,primary,no,66,yes,no,unknown,7,May,175,5,-1,0,unknown,Middle Aged,7762,0,no
59,Retired,divorced,secondary,no,21,yes,no,telephone,19,Nov,121,2,-1,0,unknown,Middle Aged,7763,0,no
44,Services,divorced,secondary,no,608,yes,yes,unknown,18,Jun,19,30,-1,0,unknown,Middle Aged,7764,0,no
31,Blue-Collar,married,secondary,no,5345,yes,no,cellular,18,Nov,260,1,-1,0,unknown,Young Adult,7765,0,no
26,Unemployed,single,secondary,no,461,no,no,cellular,28,Jan,214,1,-1,0,unknown,Young Adult,7766,0,no
51,Services,married,unknown,no,5801,yes,no,unknown,29,May,147,2,-1,0,unknown,Middle Aged,7767,0,no
24,Admin,married,secondary,no,0,yes,no,cellular,16,Apr,284,1,-1,0,unknown,Young Adult,7768,0,no
26,Blue-Collar,single,secondary,no,78,no,no,telephone,28,Jan,43,1,-1,0,unknown,Young Adult,7769,0,no
54,Management,married,tertiary,no,-1415,yes,yes,cellular,17,Nov,135,1,-1,0,unknown,Middle Aged,7770,0,no
31,Blue-Collar,married,secondary,no,30,yes,no,unknown,11,Jun,172,14,-1,0,unknown,Young Adult,7771,0,no
33,Services,single,secondary,no,100,yes,no,cellular,14,May,11,8,297,7,other,Young Adult,7772,0,no
42,Housemaid,married,primary,no,1371,no,no,unknown,18,Jun,125,8,-1,0,unknown,Middle Aged,7773,0,no
33,Management,married,tertiary,no,62,yes,no,cellular,2,Feb,102,1,264,1,failure,Young Adult,7774,0,no
40,Admin,single,tertiary,no,1005,yes,no,cellular,21,Jul,449,1,-1,0,unknown,Middle Aged,7775,0,no
46,Admin,married,secondary,no,517,yes,no,cellular,5,May,29,3,-1,0,unknown,Middle Aged,7776,0,no
33,Management,married,tertiary,no,0,no,no,cellular,29,Aug,60,2,-1,0,unknown,Young Adult,7777,0,no
56,Management,divorced,tertiary,no,382,no,no,cellular,19,Nov,117,2,-1,0,unknown,Middle Aged,7778,0,no
38,Blue-Collar,married,secondary,no,468,yes,no,unknown,8,May,101,2,-1,0,unknown,Young Adult,7779,0,no
35,Management,married,tertiary,no,178,no,no,cellular,14,Aug,76,2,-1,0,unknown,Young Adult,7780,0,no
32,Technician,divorced,secondary,no,211,yes,yes,unknown,29,May,230,4,-1,0,unknown,Young Adult,7781,0,no
51,Management,married,primary,yes,57,yes,yes,unknown,8,May,61,1,-1,0,unknown,Middle Aged,7782,0,no
33,Entrepreneur,married,tertiary,no,114,no,yes,cellular,28,Jul,57,3,-1,0,unknown,Young Adult,7783,0,no
31,Technician,single,secondary,no,1222,yes,no,cellular,20,Apr,186,3,-1,0,unknown,Young Adult,7784,0,no
31,Blue-Collar,married,secondary,no,1660,yes,no,cellular,20,Apr,342,1,-1,0,unknown,Young Adult,7785,0,no
49,Blue-Collar,divorced,primary,no,-9,yes,yes,unknown,5,May,389,1,-1,0,unknown,Middle Aged,7786,0,no
43,Technician,divorced,secondary,no,0,yes,no,cellular,5,May,150,2,342,2,failure,Middle Aged,7787,0,no
40,Management,married,tertiary,no,30,yes,no,cellular,28,Jul,609,6,-1,0,unknown,Middle Aged,7788,0,no
27,Blue-Collar,married,secondary,no,0,yes,no,cellular,17,Jul,444,6,-1,0,unknown,Young Adult,7789,0,no
33,Management,single,tertiary,no,369,no,no,cellular,25,Aug,143,10,-1,0,unknown,Young Adult,7790,0,no
47,Technician,married,secondary,no,1571,yes,no,cellular,11,May,261,1,369,2,failure,Middle Aged,7791,0,no
59,Housemaid,married,primary,no,-187,yes,no,telephone,21,Jul,118,7,-1,0,unknown,Middle Aged,7792,0,no
52,Technician,married,secondary,no,0,yes,no,cellular,1,Jun,144,1,83,1,failure,Middle Aged,7793,0,no
35,Admin,married,secondary,no,-257,no,no,cellular,28,Jan,117,3,-1,0,unknown,Young Adult,7794,0,no
32,Services,single,secondary,no,2459,yes,yes,unknown,23,May,162,1,-1,0,unknown,Young Adult,7795,0,no
49,Blue-Collar,married,secondary,no,1219,yes,no,cellular,26,Aug,168,5,-1,0,unknown,Middle Aged,7796,0,no
54,Entrepreneur,divorced,tertiary,no,5784,no,no,cellular,21,Nov,75,5,-1,0,unknown,Middle Aged,7797,0,no
30,Management,single,tertiary,no,162,yes,no,unknown,20,May,186,4,-1,0,unknown,Young Adult,7798,0,no
33,Management,single,tertiary,no,1909,no,no,cellular,8,Aug,191,2,-1,0,unknown,Young Adult,7799,0,no
50,Admin,married,secondary,no,-195,no,no,cellular,22,Aug,119,4,-1,0,unknown,Middle Aged,7800,0,no
40,Services,divorced,primary,no,4,yes,no,cellular,7,May,171,2,-1,0,unknown,Middle Aged,7801,0,no
38,Entrepreneur,married,primary,no,350,yes,no,cellular,8,May,75,1,-1,0,unknown,Young Adult,7802,0,no
34,Housemaid,married,primary,no,87,yes,no,unknown,15,May,139,2,-1,0,unknown,Young Adult,7803,0,no
33,Blue-Collar,single,primary,no,777,no,no,cellular,7,Jul,263,1,-1,0,unknown,Young Adult,7804,0,no
41,Blue-Collar,married,primary,no,3140,yes,no,unknown,13,May,87,9,-1,0,unknown,Middle Aged,7805,0,no
30,Services,single,secondary,no,1510,yes,no,cellular,18,Nov,191,1,-1,0,unknown,Young Adult,7806,0,no
45,Blue-Collar,divorced,secondary,no,756,yes,no,unknown,6,May,179,2,-1,0,unknown,Middle Aged,7807,0,no
28,Management,single,tertiary,no,1086,yes,no,unknown,29,May,128,2,-1,0,unknown,Young Adult,7808,0,no
35,Management,married,secondary,no,339,yes,no,unknown,23,May,317,1,-1,0,unknown,Young Adult,7809,0,no
31,Services,single,secondary,no,205,yes,no,cellular,15,Apr,465,1,-1,0,unknown,Young Adult,7810,0,no
41,Blue-Collar,married,secondary,no,2717,yes,yes,cellular,24,Jul,559,2,-1,0,unknown,Middle Aged,7811,0,no
32,Blue-Collar,single,secondary,no,138,yes,no,cellular,15,May,215,2,-1,0,unknown,Young Adult,7812,0,no
34,Self-Employed,single,tertiary,no,1943,yes,no,cellular,16,Apr,478,2,-1,0,unknown,Young Adult,7813,0,no
26,Technician,married,secondary,no,744,no,no,cellular,15,Apr,609,1,-1,0,unknown,Young Adult,7814,0,no
29,Blue-Collar,married,primary,no,79,yes,no,unknown,27,May,22,2,-1,0,unknown,Young Adult,7815,0,no
49,Technician,married,secondary,no,2400,no,no,cellular,21,Oct,262,3,-1,0,unknown,Middle Aged,7816,0,no
30,Admin,divorced,secondary,no,419,no,no,cellular,3,Sep,72,2,-1,0,unknown,Young Adult,7817,0,no
44,Self-Employed,married,primary,no,414,yes,no,cellular,4,Feb,138,1,272,2,other,Middle Aged,7818,0,no
42,Technician,married,secondary,no,27,no,no,cellular,14,Aug,259,4,-1,0,unknown,Middle Aged,7819,0,no
35,Technician,divorced,secondary,no,2823,yes,no,cellular,2,Feb,229,1,-1,0,unknown,Young Adult,7820,0,no
39,Management,divorced,tertiary,no,4692,yes,no,telephone,19,Nov,214,2,174,2,success,Young Adult,7821,0,no
34,Self-Employed,single,secondary,no,1261,yes,no,cellular,9,Apr,169,2,-1,0,unknown,Young Adult,7822,0,no
58,Technician,married,secondary,no,0,yes,no,cellular,15,Jul,53,1,-1,0,unknown,Middle Aged,7823,0,no
35,Admin,divorced,secondary,no,0,no,no,cellular,30,Jul,186,6,-1,0,unknown,Young Adult,7824,0,no
32,Technician,single,secondary,no,483,yes,yes,cellular,18,May,35,6,-1,0,unknown,Young Adult,7825,0,no
31,Technician,married,secondary,no,7369,no,no,cellular,19,Aug,204,4,-1,0,unknown,Young Adult,7826,0,no
41,Services,married,secondary,no,804,yes,no,unknown,20,May,127,8,-1,0,unknown,Middle Aged,7827,0,no
39,Management,single,secondary,no,2644,no,no,cellular,19,Aug,192,7,-1,0,unknown,Young Adult,7828,0,no
39,Blue-Collar,single,secondary,no,175,no,no,cellular,12,May,17,1,365,2,other,Young Adult,7829,0,no
38,Blue-Collar,married,secondary,no,0,no,no,unknown,20,Jun,152,5,-1,0,unknown,Young Adult,7830,0,no
46,Admin,single,secondary,no,272,no,no,cellular,31,Jul,149,4,-1,0,unknown,Middle Aged,7831,0,no
54,Unemployed,single,tertiary,no,252,yes,no,cellular,21,Jul,101,1,-1,0,unknown,Middle Aged,7832,0,no
34,Technician,married,unknown,no,4053,yes,no,unknown,23,May,123,2,-1,0,unknown,Young Adult,7833,0,no
40,Blue-Collar,married,secondary,no,2158,no,no,cellular,10,Jul,277,1,-1,0,unknown,Middle Aged,7834,0,no
40,Blue-Collar,married,secondary,no,299,yes,no,cellular,15,Jul,180,4,-1,0,unknown,Middle Aged,7835,0,no
30,Technician,single,primary,no,2731,yes,no,cellular,14,Apr,314,1,-1,0,unknown,Young Adult,7836,0,no
37,Services,single,secondary,no,50,no,no,cellular,19,Nov,244,1,154,8,other,Young Adult,7837,0,no
34,Admin,married,secondary,no,36,no,no,cellular,22,Aug,192,6,-1,0,unknown,Young Adult,7838,0,no
66,Admin,divorced,secondary,no,220,no,no,cellular,28,Aug,283,1,-1,0,unknown,Elderly,7839,0,no
30,Services,single,primary,no,5746,yes,no,telephone,20,Nov,125,2,-1,0,unknown,Young Adult,7840,0,no
59,Housemaid,divorced,tertiary,no,0,no,no,cellular,20,Apr,379,1,332,2,other,Middle Aged,7841,0,no
56,Management,married,secondary,no,238,yes,no,cellular,19,Nov,808,1,-1,0,unknown,Middle Aged,7842,0,no
25,Blue-Collar,single,secondary,no,76,no,yes,cellular,28,Jul,50,4,-1,0,unknown,Young Adult,7843,0,no
36,Blue-Collar,married,primary,no,679,yes,yes,cellular,13,May,115,1,-1,0,unknown,Young Adult,7844,0,no
33,Blue-Collar,single,primary,no,1390,yes,no,unknown,21,May,192,1,-1,0,unknown,Young Adult,7845,0,no
30,Technician,married,secondary,no,418,yes,no,unknown,3,Jun,112,1,-1,0,unknown,Young Adult,7846,0,no
29,Blue-Collar,single,secondary,no,2891,yes,no,cellular,7,May,293,1,-1,0,unknown,Young Adult,7847,0,no
52,Services,married,secondary,no,497,yes,no,telephone,15,Jul,265,5,-1,0,unknown,Middle Aged,7848,0,no
54,Blue-Collar,married,primary,no,2933,yes,no,unknown,15,May,144,2,-1,0,unknown,Middle Aged,7849,0,no
28,Blue-Collar,married,secondary,no,948,yes,no,unknown,9,May,455,1,-1,0,unknown,Young Adult,7850,0,no
58,Self-Employed,married,secondary,no,0,yes,no,unknown,15,May,272,9,-1,0,unknown,Middle Aged,7851,0,no
23,Blue-Collar,single,secondary,no,0,yes,no,cellular,8,May,6,5,350,2,failure,Young Adult,7852,0,no
49,Entrepreneur,married,secondary,no,687,no,no,cellular,18,Aug,65,6,-1,0,unknown,Middle Aged,7853,0,no
47,Management,single,tertiary,no,-230,no,no,cellular,4,Feb,293,1,-1,0,unknown,Middle Aged,7854,0,no
73,Retired,married,tertiary,no,2575,no,no,cellular,17,Aug,152,1,-1,0,unknown,Elderly,7855,0,no
44,Technician,married,secondary,no,7649,no,no,cellular,20,Aug,188,6,-1,0,unknown,Middle Aged,7856,0,no
29,Blue-Collar,married,primary,no,59,yes,yes,cellular,29,Jul,665,4,-1,0,unknown,Young Adult,7857,0,no
48,Technician,married,secondary,no,23495,no,no,cellular,22,Aug,63,8,-1,0,unknown,Middle Aged,7858,0,no
35,Technician,single,secondary,no,365,yes,no,unknown,8,May,256,2,-1,0,unknown,Young Adult,7859,0,no
41,Blue-Collar,married,secondary,no,97,no,yes,cellular,8,Jul,212,2,-1,0,unknown,Middle Aged,7860,0,no
40,Entrepreneur,single,secondary,no,5,no,yes,cellular,15,Jul,117,3,-1,0,unknown,Middle Aged,7861,0,no
57,Blue-Collar,single,primary,no,739,yes,no,cellular,14,May,172,2,364,1,failure,Middle Aged,7862,0,no
43,Housemaid,married,secondary,no,-177,yes,no,unknown,21,May,172,2,-1,0,unknown,Middle Aged,7863,0,no
31,Blue-Collar,married,primary,no,-454,yes,yes,unknown,28,May,861,2,-1,0,unknown,Young Adult,7864,0,no
51,Management,divorced,tertiary,no,1267,yes,no,unknown,30,May,254,2,-1,0,unknown,Middle Aged,7865,0,no
52,Unemployed,married,secondary,no,1639,no,no,cellular,8,Aug,93,1,-1,0,unknown,Middle Aged,7866,0,no
31,Services,single,secondary,no,900,yes,no,cellular,9,Apr,221,2,140,6,failure,Young Adult,7867,0,no
26,Services,single,secondary,no,-481,yes,yes,cellular,6,May,595,5,-1,0,unknown,Young Adult,7868,0,no
36,Services,single,secondary,no,528,no,no,cellular,3,Feb,225,2,-1,0,unknown,Young Adult,7869,0,no
43,Technician,single,secondary,no,34,no,no,telephone,30,Jul,29,1,-1,0,unknown,Middle Aged,7870,0,no
32,Admin,single,secondary,no,223,yes,yes,unknown,27,May,236,4,-1,0,unknown,Young Adult,7871,0,no
26,Technician,single,secondary,no,218,yes,no,unknown,27,May,436,1,-1,0,unknown,Young Adult,7872,0,no
25,Services,single,tertiary,no,130,yes,no,cellular,16,Jul,49,1,-1,0,unknown,Young Adult,7873,0,no
34,Blue-Collar,single,secondary,no,1156,yes,no,unknown,23,May,234,2,-1,0,unknown,Young Adult,7874,0,no
30,Management,married,tertiary,no,314,no,no,cellular,19,Nov,364,2,175,2,success,Young Adult,7875,0,no
35,Admin,single,tertiary,no,1374,yes,no,cellular,15,May,319,1,-1,0,unknown,Young Adult,7876,0,no
42,Admin,single,unknown,no,22,no,no,unknown,19,Jun,246,3,-1,0,unknown,Middle Aged,7877,0,no
53,Entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,Jul,241,8,-1,0,unknown,Middle Aged,7878,0,no
52,Services,divorced,primary,no,130,yes,no,unknown,29,May,103,2,-1,0,unknown,Middle Aged,7879,0,no
35,Management,single,secondary,yes,-202,yes,no,unknown,20,May,268,3,-1,0,unknown,Young Adult,7880,0,no
29,Management,single,secondary,no,293,yes,no,unknown,28,May,188,2,-1,0,unknown,Young Adult,7881,0,no
43,Management,married,unknown,no,275,no,no,cellular,9,Apr,109,2,339,2,failure,Middle Aged,7882,0,no
81,Retired,divorced,unknown,no,9224,no,no,telephone,9,Nov,235,2,-1,0,unknown,Elderly,7883,0,no
35,Technician,divorced,secondary,no,515,yes,yes,cellular,29,Aug,114,3,-1,0,unknown,Young Adult,7884,0,no
36,Services,single,secondary,no,760,no,no,unknown,20,Jun,9,13,-1,0,unknown,Young Adult,7885,0,no
76,Retired,married,secondary,no,2302,no,no,telephone,5,Feb,110,1,87,2,failure,Elderly,7886,0,no
44,Services,divorced,secondary,no,-389,yes,yes,unknown,5,Jun,52,1,-1,0,unknown,Middle Aged,7887,0,no
38,Services,married,secondary,no,133,yes,no,unknown,27,May,267,1,-1,0,unknown,Young Adult,7888,0,no
37,Technician,married,secondary,no,1580,no,no,cellular,22,Aug,92,12,-1,0,unknown,Young Adult,7889,0,no
41,Blue-Collar,married,secondary,no,1020,yes,no,unknown,29,May,276,1,-1,0,unknown,Middle Aged,7890,0,no
49,Blue-Collar,married,secondary,no,298,yes,no,cellular,3,Feb,392,3,-1,0,unknown,Middle Aged,7891,0,no
53,Management,married,primary,no,13901,yes,no,cellular,21,Nov,59,1,-1,0,unknown,Middle Aged,7892,0,no
34,Technician,married,secondary,no,563,yes,yes,cellular,29,Aug,32,15,-1,0,unknown,Young Adult,7893,0,no
30,Management,married,tertiary,no,-27,yes,no,unknown,27,May,29,2,-1,0,unknown,Young Adult,7894,0,no
43,Unknown,married,primary,no,2113,no,no,cellular,29,Jul,33,2,-1,0,unknown,Middle Aged,7895,0,no
36,Admin,single,tertiary,no,980,no,no,cellular,30,Jul,156,3,179,4,failure,Young Adult,7896,0,no
60,Housemaid,married,primary,no,352,no,yes,unknown,17,Jun,81,2,-1,0,unknown,Elderly,7897,0,no
45,Management,married,tertiary,no,96,yes,no,cellular,16,Jul,202,1,-1,0,unknown,Middle Aged,7898,0,no
49,Management,married,tertiary,no,3842,no,no,cellular,5,Apr,163,1,186,3,failure,Middle Aged,7899,0,no
39,Services,married,secondary,no,3870,yes,no,cellular,20,Apr,72,1,-1,0,unknown,Young Adult,7900,0,no
57,Technician,married,secondary,no,589,yes,no,cellular,28,Jan,198,1,244,1,other,Middle Aged,7901,0,no
49,Admin,single,secondary,no,7426,no,no,telephone,20,Nov,65,2,-1,0,unknown,Middle Aged,7902,0,no
39,Admin,divorced,secondary,no,1,no,yes,cellular,7,Jul,281,1,-1,0,unknown,Young Adult,7903,0,no
37,Technician,single,tertiary,no,6101,no,no,cellular,4,May,60,5,87,1,success,Young Adult,7904,0,no
45,Admin,married,secondary,no,231,yes,no,unknown,18,Jun,151,3,-1,0,unknown,Middle Aged,7905,0,no
36,Management,single,tertiary,no,876,yes,no,unknown,23,May,241,2,-1,0,unknown,Young Adult,7906,0,no
58,Technician,married,secondary,no,86,no,no,cellular,30,Jul,95,3,-1,0,unknown,Middle Aged,7907,0,no
48,Blue-Collar,married,primary,no,363,yes,no,unknown,18,Jun,257,6,-1,0,unknown,Middle Aged,7908,0,no
52,Entrepreneur,married,primary,no,8298,yes,yes,unknown,28,May,123,18,-1,0,unknown,Middle Aged,7909,0,no
32,Services,single,secondary,no,0,no,yes,cellular,11,Jul,333,2,-1,0,unknown,Young Adult,7910,0,no
51,Management,divorced,tertiary,no,93,yes,yes,cellular,6,May,221,1,-1,0,unknown,Middle Aged,7911,0,no
31,Management,married,tertiary,no,596,no,no,cellular,12,Aug,192,4,-1,0,unknown,Young Adult,7912,0,no
30,Management,single,tertiary,no,168,no,no,cellular,27,Aug,35,13,-1,0,unknown,Young Adult,7913,0,no
34,Management,single,tertiary,no,29,yes,no,cellular,13,May,248,2,-1,0,unknown,Young Adult,7914,0,no
53,Self-Employed,married,primary,no,6,yes,no,unknown,27,May,233,2,-1,0,unknown,Middle Aged,7915,0,no
32,Entrepreneur,divorced,secondary,no,-934,yes,no,cellular,18,Nov,50,1,-1,0,unknown,Young Adult,7916,0,no
52,Blue-Collar,married,tertiary,no,297,yes,no,unknown,7,May,55,1,-1,0,unknown,Middle Aged,7917,0,no
50,Blue-Collar,married,primary,no,533,no,no,cellular,21,Aug,212,4,-1,0,unknown,Middle Aged,7918,0,no
30,Technician,single,secondary,no,175,no,no,cellular,25,Aug,167,4,-1,0,unknown,Young Adult,7919,0,no
34,Management,single,tertiary,no,-292,yes,no,cellular,19,Aug,181,6,-1,0,unknown,Young Adult,7920,0,no
51,Technician,married,secondary,no,2,yes,yes,cellular,4,Feb,71,1,205,3,failure,Middle Aged,7921,0,no
34,Management,married,tertiary,no,39,no,no,cellular,13,Aug,160,1,-1,0,unknown,Young Adult,7922,0,no
26,Blue-Collar,single,secondary,no,396,yes,no,unknown,28,May,302,1,-1,0,unknown,Young Adult,7923,0,no
51,Admin,divorced,secondary,no,-338,yes,no,cellular,29,Jul,97,2,-1,0,unknown,Middle Aged,7924,0,no
31,Services,married,secondary,no,2050,yes,no,cellular,18,Nov,271,5,-1,0,unknown,Young Adult,7925,0,no
29,Technician,single,secondary,no,510,yes,no,unknown,16,Jun,179,15,-1,0,unknown,Young Adult,7926,0,no
29,Technician,divorced,secondary,no,477,yes,yes,cellular,11,May,58,1,305,1,failure,Young Adult,7927,0,no
46,Technician,married,tertiary,no,4176,yes,no,unknown,12,Jun,153,6,-1,0,unknown,Middle Aged,7928,0,no
35,Blue-Collar,married,primary,no,0,no,no,cellular,31,Jul,57,4,-1,0,unknown,Young Adult,7929,0,no
44,Management,married,tertiary,no,0,yes,no,cellular,31,Jul,49,5,-1,0,unknown,Middle Aged,7930,0,no
34,Management,married,tertiary,no,297,yes,no,cellular,26,Aug,63,4,-1,0,unknown,Young Adult,7931,0,no
